ID,SKU
18,1001
23,1002
28,1003
34,1004
87,1005
134,1006
135,1007
136,1008
137,1009
138,1010
139,1011
140,1012
141,1013
142,1014
143,1015
145,1016
2852,1017
2853,1018
2855,1019
2856,1020
2857,1021
2858,1022
2859,1023
2860,1024
2861,1025
2862,1026
2863,1027
2864,1028
2865,1029
2866,1030
2867,1031
3321,1042
3322,1043
3323,1044
3324,1047
3325,1049
3378,1050
3379,1053
3380,1054
3381,1055
3382,1058
3383,1060
3384,1063
3471,1048
